グレード名 (掲載台数),支払総額,新車価格,排気量,定員,駆動,変速,燃費,Web Address,model,モデル名,年,グレード名,CarMaker
NX200t 4WD (3),198〜247万円,454.0,1998cc,5,4WD,6AT,12km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33122/Generation=41808/UCGrade=29701/,"NX 2014年モデル
                                        (1418)",NX,2014年モデル,NX200t 4WD,レクサス
NX300 (8),202〜374万円,454.0,1998cc,5,FF,6AT,12km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33122/Generation=41808/UCGrade=43272/,"NX 2014年モデル
                                        (1418)",NX,2014年モデル,NX300,レクサス
NX200t I package 4WD (16),189〜349万円,468.0,1998cc,5,4WD,6AT,12km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33122/Generation=41808/UCGrade=29700/,"NX 2014年モデル
                                        (1418)",NX,2014年モデル,NX200t I package 4WD,レクサス
NX300 Black Sequence (4),320〜399万円,471.0,1998cc,5,FF,6AT,13km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33122/Generation=41808/UCGrade=46485/,"NX 2014年モデル
                                        (1418)",NX,2014年モデル,NX300 Black Sequence,レクサス
NX300 I Package (75),277〜410万円,472.0,1998cc,5,FF,6AT,12km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33122/Generation=41808/UCGrade=43274/,"NX 2014年モデル
                                        (1418)",NX,2014年モデル,NX300 I Package,レクサス
NX200t Urban Style 4WD (1),270.9万円,478.0,1998cc,5,4WD,6AT,12km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33122/Generation=41808/UCGrade=36086/,"NX 2014年モデル
                                        (1418)",NX,2014年モデル,NX200t Urban Style 4WD,レクサス
NX300 4WD (3),291〜433万円,481.0,1998cc,5,4WD,6AT,12km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33122/Generation=41808/UCGrade=43271/,"NX 2014年モデル
                                        (1418)",NX,2014年モデル,NX300 4WD,レクサス
NX300 Spice & Chic (34),313〜470万円,487.0,1998cc,5,FF,6AT,12km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33122/Generation=41808/UCGrade=52325/,"NX 2014年モデル
                                        (1418)",NX,2014年モデル,NX300 Spice & Chic,レクサス
NX300 Bronze Edition (5),299〜440万円,490.0,1998cc,5,FF,6AT,13km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33122/Generation=41808/UCGrade=50690/,"NX 2014年モデル
                                        (1418)",NX,2014年モデル,NX300 Bronze Edition,レクサス
NX200t F SPORT (92),183〜370万円,492.0,1998cc,5,FF,6AT,13km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33122/Generation=41808/UCGrade=29695/,"NX 2014年モデル
                                        (1418)",NX,2014年モデル,NX200t F SPORT,レクサス
NX200t version L (37),168〜313万円,492.0,1998cc,5,FF,6AT,13km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33122/Generation=41808/UCGrade=29694/,"NX 2014年モデル
                                        (1418)",NX,2014年モデル,NX200t version L,レクサス
NX300 I Package 4WD (7),239〜413万円,499.0,1998cc,5,4WD,6AT,12km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33122/Generation=41808/UCGrade=43273/,"NX 2014年モデル
                                        (1418)",NX,2014年モデル,NX300 I Package 4WD,レクサス
NX300 Spice & Chic 4WD (2),349〜466万円,514.0,1998cc,5,4WD,6AT,12km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33122/Generation=41808/UCGrade=52326/,"NX 2014年モデル
                                        (1418)",NX,2014年モデル,NX300 Spice & Chic 4WD,レクサス
NX300 Bronze Edition 4WD (1),391.9万円,516.0,1998cc,5,4WD,6AT,12km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33122/Generation=41808/UCGrade=50689/,"NX 2014年モデル
                                        (1418)",NX,2014年モデル,NX300 Bronze Edition 4WD,レクサス
NX200t F SPORT 4WD (30),196〜309万円,518.0,1998cc,5,4WD,6AT,12km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33122/Generation=41808/UCGrade=29699/,"NX 2014年モデル
                                        (1418)",NX,2014年モデル,NX200t F SPORT 4WD,レクサス
NX200t version L 4WD (13),159〜309万円,518.0,1998cc,5,4WD,6AT,12km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33122/Generation=41808/UCGrade=29698/,"NX 2014年モデル
                                        (1418)",NX,2014年モデル,NX200t version L 4WD,レクサス
NX300 F SPORT (123),254〜525万円,521.0,1998cc,5,FF,6AT,12km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33122/Generation=41808/UCGrade=43276/,"NX 2014年モデル
                                        (1418)",NX,2014年モデル,NX300 F SPORT,レクサス
NX300 Version L (30),259〜457万円,521.0,1998cc,5,FF,6AT,12km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33122/Generation=41808/UCGrade=43278/,"NX 2014年モデル
                                        (1418)",NX,2014年モデル,NX300 Version L,レクサス
NX300 Cool & Bright (5),365〜470万円,541.0,1998cc,5,FF,6AT,12km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33122/Generation=41808/UCGrade=52323/,"NX 2014年モデル
                                        (1418)",NX,2014年モデル,NX300 Cool & Bright,レクサス
NX300 F SPORT 4WD (30),293〜448万円,548.0,1998cc,5,4WD,6AT,12km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33122/Generation=41808/UCGrade=43275/,"NX 2014年モデル
                                        (1418)",NX,2014年モデル,NX300 F SPORT 4WD,レクサス
NX300 Version L 4WD (6),319〜458万円,548.0,1998cc,5,4WD,6AT,12km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33122/Generation=41808/UCGrade=43277/,"NX 2014年モデル
                                        (1418)",NX,2014年モデル,NX300 Version L 4WD,レクサス
NX300 Cool & Bright 4WD (3),406〜431万円,568.0,1998cc,5,4WD,6AT,12km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33122/Generation=41808/UCGrade=52324/,"NX 2014年モデル
                                        (1418)",NX,2014年モデル,NX300 Cool & Bright 4WD,レクサス
NX300h Urban Style (7),231〜319万円,516.0,2493cc,5,FF,CVT,21km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33122/Generation=41808/UCGrade=36087/,"NX 2014年モデル
                                        (1418)",NX,2014年モデル,NX300h Urban Style,レクサス
NX300h (10),212〜445万円,519.0,2493cc,5,FF,CVT,21km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33122/Generation=41808/UCGrade=29705/,"NX 2014年モデル
                                        (1418)",NX,2014年モデル,NX300h,レクサス
NX300h Black Sequence (5),331〜408万円,535.0,2493cc,5,FF,CVT,21km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33122/Generation=41808/UCGrade=46475/,"NX 2014年モデル
                                        (1418)",NX,2014年モデル,NX300h Black Sequence,レクサス
NX300h I package (173),181〜414万円,537.0,2493cc,5,FF,CVT,21km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33122/Generation=41808/UCGrade=29704/,"NX 2014年モデル
                                        (1418)",NX,2014年モデル,NX300h I package,レクサス
NX300h Urban Style 4WD (1),298.8万円,542.0,2493cc,5,4WD,CVT,19km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33122/Generation=41808/UCGrade=36088/,"NX 2014年モデル
                                        (1418)",NX,2014年モデル,NX300h Urban Style 4WD,レクサス
NX300h 4WD (6),215〜381万円,545.0,2493cc,5,4WD,CVT,18km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33122/Generation=41808/UCGrade=29709/,"NX 2014年モデル
                                        (1418)",NX,2014年モデル,NX300h 4WD,レクサス
NX300h Spice & Chic (22),309〜467万円,552.0,2493cc,5,FF,CVT,21km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33122/Generation=41808/UCGrade=52337/,"NX 2014年モデル
                                        (1418)",NX,2014年モデル,NX300h Spice & Chic,レクサス
NX300h Black Sequence 4WD (1),420.4万円,561.0,2493cc,5,4WD,CVT,19km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33122/Generation=41808/UCGrade=46476/,"NX 2014年モデル
                                        (1418)",NX,2014年モデル,NX300h Black Sequence 4WD,レクサス
NX300h I package 4WD (37),169〜452万円,563.0,2493cc,5,4WD,CVT,18km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33122/Generation=41808/UCGrade=29708/,"NX 2014年モデル
                                        (1418)",NX,2014年モデル,NX300h I package 4WD,レクサス
NX300h Spice & Chic 4WD (4),369〜448万円,578.0,2493cc,5,4WD,CVT,18km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33122/Generation=41808/UCGrade=52338/,"NX 2014年モデル
                                        (1418)",NX,2014年モデル,NX300h Spice & Chic 4WD,レクサス
NX300h F SPORT (185),198〜510万円,586.0,2493cc,5,FF,CVT,19km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33122/Generation=41808/UCGrade=29703/,"NX 2014年モデル
                                        (1418)",NX,2014年モデル,NX300h F SPORT,レクサス
NX300h version L (161),169〜502万円,586.0,2493cc,5,FF,CVT,19km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33122/Generation=41808/UCGrade=29702/,"NX 2014年モデル
                                        (1418)",NX,2014年モデル,NX300h version L,レクサス
NX300h Cool & Bright (1),438.8万円,606.0,2493cc,5,FF,CVT,19km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33122/Generation=41808/UCGrade=52335/,"NX 2014年モデル
                                        (1418)",NX,2014年モデル,NX300h Cool & Bright,レクサス
NX300h F SPORT 4WD (63),226〜505万円,612.0,2493cc,5,4WD,CVT,18km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33122/Generation=41808/UCGrade=29707/,"NX 2014年モデル
                                        (1418)",NX,2014年モデル,NX300h F SPORT 4WD,レクサス
NX300h version L 4WD (71),204〜449万円,612.0,2493cc,5,4WD,CVT,18km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33122/Generation=41808/UCGrade=29706/,"NX 2014年モデル
                                        (1418)",NX,2014年モデル,NX300h version L 4WD,レクサス
NX300h Cool & Bright 4WD (2),499.9万円,632.0,2493cc,5,4WD,CVT,18km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33122/Generation=41808/UCGrade=52336/,"NX 2014年モデル
                                        (1418)",NX,2014年モデル,NX300h Cool & Bright 4WD,レクサス
RC200t (3),230〜279万円,521.0,1998cc,4,FR,8AT,13km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33132/Generation=41830/UCGrade=34501/,"RC 2014年モデル
                                        (371)",RC,2014年モデル,RC200t,レクサス
RC300 (2),259〜480万円,581.0,1998cc,4,FR,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33132/Generation=41830/UCGrade=44093/,"RC 2014年モデル
                                        (371)",RC,2014年モデル,RC300,レクサス
RC200t F SPORT (37),198〜338万円,583.0,1998cc,4,FR,8AT,13km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33132/Generation=41830/UCGrade=34500/,"RC 2014年モデル
                                        (371)",RC,2014年モデル,RC200t F SPORT,レクサス
RC200t version L (4),226〜290万円,585.0,1998cc,4,FR,8AT,13km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33132/Generation=41830/UCGrade=34499/,"RC 2014年モデル
                                        (371)",RC,2014年モデル,RC200t version L,レクサス
RC300 F SPORT Prime Black (1),430.0万円,610.0,1998cc,4,FR,8AT,13km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33132/Generation=41830/UCGrade=44098/,"RC 2014年モデル
                                        (371)",RC,2014年モデル,RC300 F SPORT Prime Black,レクサス
RC300 version L (2),356.9万円,632.0,1998cc,4,FR,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33132/Generation=41830/UCGrade=44091/,"RC 2014年モデル
                                        (371)",RC,2014年モデル,RC300 version L,レクサス
RC300 F SPORT (36),278〜678万円,634.0,1998cc,4,FR,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33132/Generation=41830/UCGrade=44092/,"RC 2014年モデル
                                        (371)",RC,2014年モデル,RC300 F SPORT,レクサス
RC300 Emotional Ash (1),399.4万円,646.0,1998cc,4,FR,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33132/Generation=41830/UCGrade=53207/,"RC 2014年モデル
                                        (371)",RC,2014年モデル,RC300 Emotional Ash,レクサス
RC350 (2),237.5万円,662.0,3456cc,4,FR,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33132/Generation=41830/UCGrade=29802/,"RC 2014年モデル
                                        (371)",RC,2014年モデル,RC350,レクサス
RC350 version L (11),237〜565万円,714.0,3456cc,4,FR,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33132/Generation=41830/UCGrade=29800/,"RC 2014年モデル
                                        (371)",RC,2014年モデル,RC350 version L,レクサス
RC350 F SPORT (64),179〜870万円,735.0,3456cc,4,FR,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33132/Generation=41830/UCGrade=29801/,"RC 2014年モデル
                                        (371)",RC,2014年モデル,RC350 F SPORT,レクサス
RC300h (11),165〜593万円,626.0,2493cc,4,FR,CVT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33132/Generation=41830/UCGrade=29805/,"RC 2014年モデル
                                        (371)",RC,2014年モデル,RC300h,レクサス
RC300h F SPORT Prime Black (2),374〜391万円,654.0,2493cc,4,FR,CVT,23km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33132/Generation=41830/UCGrade=44097/,"RC 2014年モデル
                                        (371)",RC,2014年モデル,RC300h F SPORT Prime Black,レクサス
RC300h version L (51),165〜586万円,677.0,2493cc,4,FR,CVT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33132/Generation=41830/UCGrade=29803/,"RC 2014年モデル
                                        (371)",RC,2014年モデル,RC300h version L,レクサス
RC300h F SPORT (129),174〜673万円,679.0,2493cc,4,FR,CVT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33132/Generation=41830/UCGrade=29804/,"RC 2014年モデル
                                        (371)",RC,2014年モデル,RC300h F SPORT,レクサス
RC300h Emotional Ash (3),494〜545万円,691.0,2493cc,4,FR,CVT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33132/Generation=41830/UCGrade=53206/,"RC 2014年モデル
                                        (371)",RC,2014年モデル,RC300h Emotional Ash,レクサス
RC F (40),342〜1096万円,1058.0,4968cc,4,FR,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33134/Generation=41832/UCGrade=29806/,"RCF 2014年モデル
                                        (77)",RCF,2014年モデル,RC F,レクサス
RC F Carbon Exterior package (12),455〜822万円,1138.0,4968cc,4,FR,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33134/Generation=41832/UCGrade=29807/,"RCF 2014年モデル
                                        (77)",RCF,2014年モデル,RC F Carbon Exterior package,レクサス
RC F Performance Package (9),858〜1358万円,1455.0,4968cc,4,FR,8AT,−,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33134/Generation=41832/UCGrade=48804/,"RCF 2014年モデル
                                        (77)",RCF,2014年モデル,RC F Performance Package,レクサス
F 10th Anniversary (4),866〜1118万円,1700.0,4968cc,4,FR,8AT,8km/L,https://kakaku.com/kuruma/used/spec/Maker=10/Model=33134/Generation=41832/UCGrade=45049/,"RCF 2014年モデル
                                        (77)",RCF,2014年モデル,F 10th Anniversary,レクサス
